synergy,drug1_db,drug2_db,proteinsInCommon
1.5275,DB00361,DB01254,0
2.22,DB00361,DB00530,0
-1.52,DB00361,DB02424,0
4.42,DB00361,DB01259,0
0.2325,DB00361,DB00398,0
4.06,DB00361,DB01268,0
-5.89,DB00544,DB00188,0
-3.6775,DB00544,DB01254,0
-5.6775,DB00544,DB00530,0
-9.6175,DB00544,DB02424,0
-6.035,DB00544,DB01259,0
-6.225,DB00544,DB00398,0
-3.285,DB00544,DB01268,0
0.825,DB00188,DB01254,0
-6.69,DB00188,DB02424,0
-2.24,DB00188,DB00398,0
-0.4625,DB01254,DB02424,0
-0.495,DB01254,DB00398,29
-6.0325,DB01234,DB00188,0
5.915,DB01234,DB01254,0
-8.4025,DB01234,DB00530,0
-7.6975,DB01234,DB02424,0
-9.84,DB01234,DB01259,0
-3.0075,DB01234,DB00398,0
4.1875,DB01234,DB01268,0
-6.0,DB00997,DB00188,0
-0.0125,DB00997,DB01254,1
-3.255,DB00997,DB00530,1
-12.41,DB00997,DB02424,0
-2.59,DB00997,DB01259,0
-7.6375,DB00997,DB00398,0
-7.4175,DB00997,DB01268,1
-0.05,DB00530,DB00188,0
-5.785,DB00530,DB01254,27
-0.585,DB00530,DB02424,0
2.415,DB00530,DB00398,24
-4.995,DB00773,DB00188,0
-1.1075,DB00773,DB01254,0
-4.695,DB00773,DB00530,0
-4.765,DB00773,DB02424,0
-5.115,DB00773,DB01259,0
0.755,DB00773,DB00398,0
2.705,DB00773,DB01268,0
-6.2225,DB02424,DB00398,0
2.93,DB01259,DB00188,0
-1.9175,DB01259,DB01254,6
-6.2525,DB01259,DB00530,8
2.8225,DB01259,DB02424,0
3.7325,DB01259,DB00398,4
-4.4325,DB00331,DB00188,0
-1.215,DB00331,DB01254,0
-0.0075,DB00331,DB00530,0
1.08,DB00331,DB02424,0
1.575,DB00331,DB01259,0
2.2525,DB00331,DB00398,0
6.3875,DB00331,DB01268,0
-3.4075,DB00563,DB00188,0
-1.43,DB00563,DB01254,0
1.9,DB00563,DB00530,0
-9.83,DB00563,DB02424,0
-2.005,DB00563,DB01259,0
-6.4775,DB00563,DB00398,0
-7.3925,DB00563,DB01268,0
-7.9275,DB01229,DB00188,0
-2.3625,DB01229,DB01254,0
-2.84,DB01229,DB00530,0
-11.5375,DB01229,DB02424,0
-4.405,DB01229,DB01259,0
-5.8325,DB01229,DB00398,0
-4.7725,DB01229,DB01268,0
-0.2475,DB01268,DB00188,0
3.96,DB01268,DB01254,34
4.58,DB01268,DB00530,36
-9.13,DB01268,DB02424,0
8.535,DB01268,DB01259,5
-6.4675,DB01268,DB00398,40
3.19,DB00570,DB00188,0
-0.58,DB00570,DB01254,0
11.8225,DB00570,DB00530,0
-4.1325,DB00570,DB02424,0
1.53,DB00570,DB01259,0
6.7825,DB00570,DB00398,0
5.5,DB00570,DB01268,0
-5.095,DB00361,DB00188,0
0.0275,DB00361,DB01254,0
-5.4575,DB00361,DB00530,0
-11.0975,DB00361,DB02424,0
-3.45,DB00361,DB01259,0
-3.735,DB00361,DB00398,0
-2.41,DB00361,DB01268,0
0.33,DB00544,DB00188,0
-8.425,DB00544,DB01254,0
-1.3275,DB00544,DB00530,0
0.4275,DB00544,DB02424,0
-3.775,DB00544,DB01259,0
-7.25,DB00544,DB00398,0
-2.39,DB00544,DB01268,0
-5.8675,DB00188,DB01254,0
1.265,DB00188,DB02424,0
1.16,DB00188,DB00398,0
1.565,DB01254,DB02424,0
-1.6275,DB01254,DB00398,29
0.5225,DB01234,DB00188,0
-9.4275,DB01234,DB01254,0
2.5625,DB01234,DB00530,0
10.475,DB01234,DB02424,0
-2.2275,DB01234,DB01259,0
5.2575,DB01234,DB00398,0
2.2775,DB01234,DB01268,0
1.45,DB00997,DB00188,0
-3.2325,DB00997,DB01254,1
-3.97,DB00997,DB00530,1
-2.2975,DB00997,DB02424,0
-4.3175,DB00997,DB01259,0
-7.9675,DB00997,DB00398,0
-14.615,DB00997,DB01268,1
-0.71,DB00530,DB00188,0
-2.35,DB00530,DB01254,27
-0.9875,DB00530,DB02424,0
-1.215,DB00530,DB00398,24
0.765,DB00773,DB00188,0
-1.78,DB00773,DB01254,0
4.16,DB00773,DB00530,0
5.48,DB00773,DB02424,0
5.495,DB00773,DB01259,0
-1.8475,DB00773,DB00398,0
-2.9575,DB00773,DB01268,0
-4.06,DB02424,DB00398,0
5.74,DB01259,DB00188,0
-8.5075,DB01259,DB01254,6
1.0,DB01259,DB00530,8
7.3025,DB01259,DB02424,0
-0.6425,DB01259,DB00398,4
-1.9325,DB00331,DB00188,0
-5.4725,DB00331,DB01254,0
1.47,DB00331,DB00530,0
7.085,DB00331,DB02424,0
0.145,DB00331,DB01259,0
-5.05,DB00563,DB00188,0
-4.8,DB00563,DB01254,0
3.64,DB00563,DB00530,0
-4.7125,DB00563,DB02424,0
2.02,DB00563,DB01259,0
-4.09,DB00563,DB00398,0
-6.965,DB00563,DB01268,0
-1.095,DB01229,DB00188,0
-1.97,DB01229,DB01254,0
-3.9525,DB01229,DB00530,0
-6.8225,DB01229,DB02424,0
-1.9525,DB01229,DB01259,0
-5.115,DB01229,DB00398,0
-2.845,DB01229,DB01268,0
-0.475,DB01268,DB00188,0
-6.77,DB01268,DB01254,34
-1.0825,DB01268,DB00530,36
1.8375,DB01268,DB02424,0
-4.0325,DB01268,DB01259,5
-8.265,DB01268,DB00398,40
-17.8525,DB00570,DB00188,0
-8.1325,DB00570,DB01254,0
5.53,DB00570,DB00530,0
-18.12,DB00570,DB02424,0
-6.8525,DB00570,DB01259,0
3.2025,DB00570,DB00398,0
-4.8675,DB00570,DB01268,0
2.89,DB00361,DB00188,0
3.6675,DB00361,DB00530,0
0.4275,DB00361,DB02424,0
-0.37,DB00544,DB00188,0
-1.17,DB00544,DB01254,0
0.7525,DB00544,DB00530,0
3.5425,DB00544,DB02424,0
1.645,DB00544,DB01259,0
-3.2825,DB00544,DB00398,0
3.1425,DB00544,DB01268,0
0.605,DB00188,DB01254,0
2.2375,DB00188,DB02424,0
-0.25,DB00188,DB00398,0
1.23,DB01254,DB02424,0
-0.5,DB01254,DB00398,29
-4.5625,DB01234,DB00188,0
6.93,DB01234,DB01254,0
-3.3125,DB01234,DB00530,0
-6.755,DB01234,DB02424,0
-2.4625,DB01234,DB01259,0
-4.885,DB01234,DB00398,0
3.6325,DB01234,DB01268,0
0.49,DB00997,DB00188,0
0.12,DB00997,DB01254,1
-2.0375,DB00997,DB00530,1
-2.02,DB00997,DB02424,0
-0.28,DB00997,DB01259,0
-6.105,DB00997,DB00398,0
-4.8075,DB00997,DB01268,1
-1.5175,DB00530,DB00188,0
-6.0175,DB00530,DB01254,27
-1.295,DB00530,DB02424,0
-3.2525,DB00530,DB00398,24
-0.47,DB00773,DB00188,0
-0.9925,DB00773,DB01254,0
-0.435,DB00773,DB00530,0
-0.46,DB00773,DB02424,0
0.0,DB00773,DB01259,0
-4.4075,DB00773,DB00398,0
-3.9025,DB00773,DB01268,0
-1.1975,DB02424,DB00398,0
-0.0475,DB01259,DB00188,0
-4.3825,DB01259,DB01254,6
-13.1375,DB01259,DB00530,8
2.7825,DB01259,DB02424,0
-4.885,DB01259,DB00398,4
-1.98,DB00331,DB00188,0
0.43,DB00331,DB01254,0
-1.87,DB00331,DB00530,0
-2.65,DB00331,DB02424,0
0.7175,DB00331,DB01259,0
-3.615,DB00331,DB00398,0
1.64,DB00331,DB01268,0
0.08,DB00563,DB00188,0
-1.1775,DB00563,DB01254,0
-0.6075,DB00563,DB00530,0
3.27,DB00563,DB02424,0
1.6175,DB00563,DB01259,0
0.31,DB00563,DB00398,0
2.7025,DB00563,DB01268,0
0.9625,DB01229,DB00188,0
-0.3725,DB01229,DB01254,0
-0.565,DB01229,DB00530,0
2.175,DB01229,DB02424,0
0.7375,DB01229,DB01259,0
-1.0625,DB01229,DB00398,0
-2.2125,DB01229,DB01268,0
1.7275,DB01268,DB00188,0
-0.1375,DB01268,DB01254,34
0.285,DB01268,DB00530,36
5.93,DB01268,DB02424,0
2.5275,DB01268,DB01259,5
-0.0225,DB01268,DB00398,40
0.53,DB00570,DB00188,0
-2.5875,DB00570,DB01254,0
0.57,DB00570,DB00530,0
-1.1775,DB00570,DB02424,0
-1.5275,DB00570,DB01259,0
2.3425,DB00570,DB00398,0
-1.6925,DB00570,DB01268,0
-0.24,DB00361,DB00188,0
-0.6925,DB00361,DB01254,0
-0.74,DB00361,DB00530,0
-0.22,DB00361,DB02424,0
1.1725,DB00361,DB01259,0
-0.685,DB00361,DB00398,0
-1.845,DB00361,DB01268,0
-1.145,DB00544,DB00188,0
-4.75,DB00544,DB01254,0
-2.6,DB00544,DB00530,0
-8.59,DB00544,DB02424,0
-1.3325,DB00544,DB01259,0
-5.315,DB00544,DB00398,0
-5.8975,DB00544,DB01268,0
0.77,DB00188,DB01254,0
2.65,DB00188,DB02424,0
-0.6575,DB00188,DB00398,0
-1.94,DB01254,DB02424,0
2.165,DB01254,DB00398,29
2.5225,DB01234,DB00188,0
-3.625,DB01234,DB01254,0
-4.0,DB01234,DB00530,0
5.0625,DB01234,DB02424,0
-1.1675,DB01234,DB01259,0
1.1775,DB01234,DB00398,0
3.8425,DB01234,DB01268,0
-1.355,DB00997,DB00188,0
-3.6375,DB00997,DB01254,1
-6.4725,DB00997,DB00530,1
-9.4075,DB00997,DB02424,0
-2.6975,DB00997,DB01259,0
-9.0625,DB00997,DB00398,0
-10.87,DB00997,DB01268,1
-1.41,DB00530,DB00188,0
-3.4775,DB00530,DB01254,27
-1.25,DB00530,DB02424,0
0.435,DB00530,DB00398,24
1.5275,DB00773,DB00188,0
-1.5075,DB00773,DB01254,0
0.04,DB00773,DB00530,0
-1.4025,DB00773,DB02424,0
2.855,DB00773,DB01259,0
-3.5025,DB00773,DB00398,0
-6.885,DB00773,DB01268,0
-4.4375,DB02424,DB00398,0
0.33,DB01259,DB00188,0
-4.2625,DB01259,DB01254,6
-7.8575,DB01259,DB00530,8
3.8675,DB01259,DB02424,0
0.3,DB01259,DB00398,4
0.6825,DB00331,DB00188,0
3.005,DB00331,DB01254,0
-2.0225,DB00331,DB00530,0
2.23,DB00331,DB02424,0
0.795,DB00331,DB01259,0
0.7575,DB00331,DB00398,0
2.3775,DB00331,DB01268,0
-0.9775,DB00563,DB00188,0
-6.0825,DB00563,DB01254,0
-1.65,DB00563,DB00530,0
-8.93,DB00563,DB02424,0
-0.33,DB00563,DB01259,0
-1.0,DB00563,DB00398,0
-11.995,DB00563,DB01268,0
1.185,DB01229,DB00188,0
3.1325,DB01229,DB01254,0
-3.1125,DB01229,DB00530,0
2.3875,DB01229,DB02424,0
2.46,DB01229,DB01259,0
-0.5225,DB01229,DB00398,0
-3.4425,DB01229,DB01268,0
1.285,DB01268,DB00188,0
7.2425,DB01268,DB01254,34
-0.24,DB01268,DB00530,36
0.5975,DB01268,DB02424,0
1.7,DB01268,DB01259,5
-3.7175,DB01268,DB00398,40
3.7,DB00570,DB00188,0
-1.005,DB00570,DB01254,0
6.1775,DB00570,DB00530,0
2.9425,DB00570,DB02424,0
2.945,DB00570,DB01259,0
6.1475,DB00570,DB00398,0
1.93,DB00570,DB01268,0
2.3575,DB00361,DB00188,0
2.1775,DB00361,DB01254,0
2.8875,DB00361,DB00530,0
0.5125,DB00361,DB02424,0
1.2175,DB00361,DB01259,0
-1.91,DB00361,DB00398,0
-1.6525,DB00361,DB01268,0
-3.4225,DB00544,DB00188,0
-4.7375,DB00544,DB01254,0
-5.3775,DB00544,DB00530,0
-2.065,DB00544,DB02424,0
-6.155,DB00544,DB01259,0
-5.995,DB00544,DB00398,0
-7.2,DB00544,DB01268,0
-4.3325,DB00188,DB01254,0
-1.8675,DB00188,DB02424,0
-0.4625,DB00188,DB00398,0
4.3075,DB01254,DB02424,0
0.8775,DB01254,DB00398,29
-1.535,DB01234,DB00188,0
-3.0725,DB01234,DB01254,0
9.7075,DB01234,DB00530,0
1.5025,DB01234,DB02424,0
5.94,DB01234,DB01259,0
-0.68,DB01234,DB00398,0
1.3975,DB01234,DB01268,0
-1.2675,DB00997,DB00188,0
1.48,DB00997,DB01254,1
-1.5775,DB00997,DB00530,1
-1.3325,DB00997,DB02424,0
-0.81,DB00997,DB01259,0
-9.4075,DB00997,DB00398,0
-2.7825,DB00997,DB01268,1
-3.7675,DB00530,DB00188,0
-5.18,DB00530,DB01254,27
0.585,DB00530,DB02424,0
9.3825,DB00530,DB00398,24
-0.05,DB00773,DB00188,0
1.2575,DB00773,DB01254,0
2.6325,DB00773,DB00530,0
5.45,DB00773,DB02424,0
1.9875,DB00773,DB01259,0
-0.34,DB00773,DB00398,0
4.19,DB00773,DB01268,0
3.1125,DB02424,DB00398,0
-1.3225,DB01259,DB00188,0
-2.0225,DB01259,DB01254,6
-13.02,DB01259,DB00530,8
2.81,DB01259,DB02424,0
7.4575,DB01259,DB00398,4
-3.18,DB00331,DB00188,0
-0.6175,DB00331,DB01254,0
-0.9725,DB00331,DB00530,0
2.0125,DB00331,DB02424,0
-2.4725,DB00331,DB01259,0
3.0575,DB00331,DB00398,0
-3.11,DB00331,DB01268,0
-0.4925,DB00563,DB00188,0
-4.435,DB00563,DB01254,0
-0.265,DB00563,DB00530,0
0.305,DB00563,DB02424,0
-2.115,DB00563,DB01259,0
2.91,DB00563,DB00398,0
-6.175,DB00563,DB01268,0
-3.3725,DB01229,DB00188,0
-2.0525,DB01229,DB01254,0
-6.99,DB01229,DB00530,0
-0.23,DB01229,DB02424,0
-5.0075,DB01229,DB01259,0
-3.4775,DB01229,DB00398,0
-5.525,DB01229,DB01268,0
-1.54,DB01268,DB00188,0
4.9275,DB01268,DB01254,34
6.3075,DB01268,DB00530,36
6.625,DB01268,DB02424,0
10.415,DB01268,DB01259,5
-2.4375,DB01268,DB00398,40
-5.7475,DB00570,DB00188,0
-4.5075,DB00570,DB01254,0
-4.2825,DB00570,DB00530,0
-3.92,DB00570,DB02424,0
-8.5625,DB00570,DB01259,0
2.85,DB00570,DB00398,0
-3.49,DB00570,DB01268,0
-1.855,DB00361,DB00188,0
-1.2,DB00361,DB01254,0
-1.83,DB00361,DB00530,0
0.2775,DB00361,DB02424,0
-3.195,DB00361,DB01259,0
-2.42,DB00361,DB00398,0
-4.2625,DB00361,DB01268,0
2.7125,DB00544,DB00188,0
8.6925,DB00544,DB01254,0
4.0575,DB00544,DB00530,0
1.2625,DB00544,DB02424,0
5.545,DB00544,DB01259,0
-1.9575,DB00544,DB00398,0
11.14,DB00544,DB01268,0
12.995,DB00188,DB01254,0
5.9525,DB00188,DB02424,0
4.9975,DB00188,DB00398,0
15.5225,DB01254,DB02424,0
12.83,DB01254,DB00398,29
-0.2,DB01234,DB00188,0
40.085,DB01234,DB01254,0
7.425,DB01234,DB00530,0
-3.405,DB01234,DB02424,0
4.6725,DB01234,DB01259,0
-7.4825,DB01234,DB00398,0
12.7875,DB01234,DB01268,0
-0.7075,DB00997,DB00188,0
1.6825,DB00997,DB01254,1
1.6775,DB00997,DB00530,1
-0.925,DB00997,DB02424,0
1.3225,DB00997,DB01259,0
-6.215,DB00997,DB00398,0
-1.0675,DB00997,DB01268,1
3.6525,DB00530,DB00188,0
15.16,DB00530,DB01254,27
6.2525,DB00530,DB02424,0
-0.38,DB00530,DB00398,24
2.0625,DB00773,DB00188,0
8.33,DB00773,DB01254,0
5.79,DB00773,DB00530,0
1.84,DB00773,DB02424,0
6.575,DB00773,DB01259,0
-1.415,DB00773,DB00398,0
5.885,DB00773,DB01268,0
5.565,DB02424,DB00398,0
5.575,DB01259,DB00188,0
19.9375,DB01259,DB01254,6
0.9875,DB01259,DB00530,8
7.8075,DB01259,DB02424,0
3.4425,DB01259,DB00398,4
0.755,DB00331,DB00188,0
12.1075,DB00331,DB01254,0
0.4925,DB00331,DB00530,0
3.04,DB00331,DB02424,0
1.93,DB00331,DB01259,0
-0.3,DB00331,DB00398,0
14.2825,DB00331,DB01268,0
2.7625,DB00563,DB00188,0
16.4525,DB00563,DB01254,0
1.4725,DB00563,DB00530,0
-2.33,DB00563,DB02424,0
2.365,DB00563,DB01259,0
0.1775,DB00563,DB00398,0
1.9975,DB00563,DB01268,0
-26.0375,DB01229,DB00188,0
7.765,DB01229,DB01254,0
0.7,DB01229,DB00530,0
-23.5575,DB01229,DB02424,0
1.455,DB01229,DB01259,0
-0.6425,DB01229,DB00398,0
7.795,DB01229,DB01268,0
15.5,DB01268,DB00188,0
40.3425,DB01268,DB01254,34
18.7025,DB01268,DB00530,36
11.0875,DB01268,DB02424,0
26.1625,DB01268,DB01259,5
2.885,DB01268,DB00398,40
8.2275,DB00570,DB00188,0
8.88,DB00570,DB01254,0
10.28,DB00570,DB00530,0
2.6825,DB00570,DB02424,0
0.46,DB00570,DB01259,0
10.2375,DB00570,DB00398,0
16.8075,DB00570,DB01268,0
2.32,DB00361,DB00188,0
9.5925,DB00361,DB01254,0
2.495,DB00361,DB00530,0
1.955,DB00361,DB02424,0
1.185,DB00361,DB01259,0
-1.01,DB00361,DB00398,0
10.85,DB00361,DB01268,0
-2.592,DB00544,DB00188,0
-5.31,DB00544,DB01254,0
-2.526,DB00544,DB00530,0
-2.9925,DB00544,DB02424,0
-4.14,DB00544,DB01259,0
-6.402,DB00544,DB00398,0
0.74,DB00544,DB01268,0
-23.64,DB00188,DB01254,0
-2.2275,DB00188,DB02424,0
1.0175,DB00188,DB00398,0
2.4425,DB01254,DB02424,0
2.384,DB01254,DB00398,29
0.015,DB01234,DB00188,0
-2.36,DB01234,DB01254,0
-2.94,DB01234,DB00530,0
0.785,DB01234,DB02424,0
-5.315,DB01234,DB01259,0
1.3725,DB01234,DB00398,0
6.7775,DB01234,DB01268,0
-0.5375,DB00997,DB00188,0
-2.4,DB00997,DB01254,1
0.4425,DB00997,DB00530,1
-3.6275,DB00997,DB02424,0
6.2925,DB00997,DB01259,0
-3.2075,DB00997,DB00398,0
-4.3225,DB00997,DB01268,1
0.87,DB00530,DB00188,0
-2.6075,DB00530,DB01254,27
-0.875,DB00530,DB02424,0
-2.6425,DB00530,DB00398,24
0.5925,DB00773,DB00188,0
-25.8825,DB00773,DB01254,0
-22.825,DB00773,DB00530,0
-1.305,DB00773,DB02424,0
-21.0675,DB00773,DB01259,0
-24.5225,DB00773,DB00398,0
-25.725,DB00773,DB01268,0
2.41,DB02424,DB00398,0
0.03,DB01259,DB00188,0
-2.8025,DB01259,DB01254,6
-4.408,DB01259,DB00530,8
0.3725,DB01259,DB02424,0
1.356,DB01259,DB00398,4
-1.36,DB00331,DB00188,0
-8.625,DB00331,DB01254,0
-7.3275,DB00331,DB00530,0
-1.0075,DB00331,DB02424,0
-4.8825,DB00331,DB01259,0
-0.0875,DB00331,DB00398,0
2.0575,DB00331,DB01268,0
1.976,DB00563,DB00188,0
0.885,DB00563,DB01254,0
5.122,DB00563,DB00530,0
-0.3175,DB00563,DB02424,0
6.6475,DB00563,DB01259,0
7.44,DB00563,DB00398,0
3.975,DB00563,DB01268,0
-0.948,DB01229,DB00188,0
-4.256,DB01229,DB01254,0
-2.012,DB01229,DB00530,0
-1.4025,DB01229,DB02424,0
5.566,DB01229,DB01259,0
3.842,DB01229,DB00398,0
2.686,DB01229,DB01268,0
2.088,DB01268,DB00188,0
10.78,DB01268,DB01254,34
3.898,DB01268,DB00530,36
1.7125,DB01268,DB02424,0
2.6425,DB01268,DB01259,5
1.92,DB01268,DB00398,40
-0.4475,DB00570,DB00188,0
-3.0875,DB00570,DB01254,0
4.785,DB00570,DB00530,0
0.455,DB00570,DB02424,0
1.3025,DB00570,DB01259,0
4.93,DB00570,DB00398,0
-1.0225,DB00570,DB01268,0
-21.58,DB00361,DB00188,0
-2.3625,DB00361,DB01254,0
-25.12,DB00361,DB02424,0
1.0675,DB00361,DB01259,0
-0.0725,DB00361,DB00398,0
3.355,DB00361,DB01268,0
-0.41,DB00544,DB00188,0
3.532,DB00544,DB01254,0
1.15,DB00544,DB00530,0
1.4825,DB00544,DB02424,0
-1.368,DB00544,DB01259,0
-0.072,DB00544,DB00398,0
3.316,DB00544,DB01268,0
4.4225,DB00188,DB01254,0
2.445,DB00188,DB02424,0
5.38,DB00188,DB00398,0
-1.025,DB01254,DB02424,0
3.074,DB01254,DB00398,29
8.1725,DB01234,DB00188,0
-4.6525,DB01234,DB01254,0
-6.9125,DB01234,DB00530,0
0.7875,DB01234,DB02424,0
-5.38,DB01234,DB01259,0
1.4275,DB01234,DB00398,0
1.8625,DB01234,DB01268,0
2.39,DB00997,DB00188,0
7.4,DB00997,DB01254,1
0.9525,DB00997,DB00530,1
2.2675,DB00997,DB02424,0
0.345,DB00997,DB01259,0
-0.545,DB00997,DB00398,0
-1.7775,DB00997,DB01268,1
7.612,DB00530,DB00188,0
-4.8025,DB00530,DB01254,27
5.705,DB00530,DB02424,0
1.2075,DB00530,DB00398,24
1.235,DB00773,DB00188,0
5.1625,DB00773,DB01254,0
6.0675,DB00773,DB00530,0
0.1925,DB00773,DB02424,0
-0.285,DB00773,DB01259,0
1.285,DB00773,DB00398,0
-0.155,DB00773,DB01268,0
3.8225,DB02424,DB00398,0
3.18,DB01259,DB00188,0
-5.71,DB01259,DB01254,6
-5.174,DB01259,DB00530,8
3.63,DB01259,DB02424,0
2.302,DB01259,DB00398,4
0.44,DB00331,DB00188,0
-3.2975,DB00331,DB01254,0
-7.205,DB00331,DB00530,0
0.18,DB00331,DB02424,0
-4.18,DB00331,DB01259,0
2.9875,DB00331,DB00398,0
-2.44,DB00331,DB01268,0
1.756,DB00563,DB00188,0
-2.825,DB00563,DB01254,0
0.948,DB00563,DB00530,0
-1.8025,DB00563,DB02424,0
-1.89,DB00563,DB01259,0
1.6625,DB00563,DB00398,0
-2.955,DB00563,DB01268,0
2.448,DB01229,DB00188,0
2.654,DB01229,DB01254,0
10.806,DB01229,DB00530,0
0.8775,DB01229,DB02424,0
9.238,DB01229,DB01259,0
6.348,DB01229,DB00398,0
6.992,DB01229,DB01268,0
0.51,DB01268,DB00188,0
10.605,DB01268,DB01254,34
-3.022,DB01268,DB00530,36
6.855,DB01268,DB02424,0
-2.0875,DB01268,DB01259,5
-0.796,DB01268,DB00398,40
-0.4775,DB00570,DB00188,0
-1.6,DB00570,DB01254,0
8.755,DB00570,DB00530,0
-0.535,DB00570,DB02424,0
0.85,DB00570,DB01259,0
9.2125,DB00570,DB00398,0
0.01,DB00570,DB01268,0
3.7825,DB00361,DB00188,0
5.5925,DB00361,DB01254,0
5.2175,DB00361,DB00530,0
1.8775,DB00361,DB02424,0
8.51,DB00361,DB01259,0
5.2575,DB00361,DB00398,0
7.4875,DB00361,DB01268,0
0.0075,DB00544,DB00188,0
-3.4575,DB00544,DB01254,0
1.1775,DB00544,DB00530,0
-3.8525,DB00544,DB02424,0
-0.85,DB00544,DB01259,0
2.51,DB00544,DB00398,0
7.4575,DB00544,DB01268,0
0.585,DB00188,DB01254,0
0.8,DB00188,DB02424,0
2.9075,DB00188,DB00398,0
-9.4075,DB01254,DB02424,0
1.555,DB01254,DB00398,29
1.625,DB01234,DB00188,0
5.0225,DB01234,DB01254,0
0.2775,DB01234,DB00530,0
0.175,DB01234,DB02424,0
2.1275,DB01234,DB01259,0
6.8275,DB01234,DB00398,0
13.6525,DB01234,DB01268,0
-1.465,DB00997,DB00188,0
-2.1175,DB00997,DB01254,1
-0.94,DB00997,DB00530,1
-7.5075,DB00997,DB02424,0
-1.5625,DB00997,DB01259,0
-2.2675,DB00997,DB00398,0
-1.7675,DB00997,DB01268,1
2.3575,DB00530,DB00188,0
3.0025,DB00530,DB01254,27
4.4825,DB00530,DB02424,0
7.9725,DB00530,DB00398,24
-1.915,DB00773,DB00188,0
1.4575,DB00773,DB01254,0
5.7575,DB00773,DB00530,0
0.4275,DB00773,DB02424,0
3.535,DB00773,DB01259,0
4.4525,DB00773,DB00398,0
9.5925,DB00773,DB01268,0
2.7475,DB02424,DB00398,0
3.4975,DB01259,DB00188,0
3.2725,DB01259,DB01254,6
2.62,DB01259,DB00530,8
5.0625,DB01259,DB02424,0
11.6975,DB01259,DB00398,4
1.3125,DB00331,DB00188,0
0.83,DB00331,DB01254,0
-3.4025,DB00331,DB00530,0
1.4025,DB00331,DB02424,0
-1.4,DB00331,DB01259,0
6.4275,DB00331,DB00398,0
8.78,DB00331,DB01268,0
0.7475,DB00563,DB00188,0
-6.0475,DB00563,DB01254,0
2.41,DB00563,DB00530,0
-0.975,DB00563,DB02424,0
-0.01,DB00563,DB01259,0
2.7875,DB00563,DB00398,0
2.18,DB00563,DB01268,0
1.1375,DB01229,DB00188,0
0.205,DB01229,DB01254,0
0.8075,DB01229,DB00530,0
-2.62,DB01229,DB02424,0
1.095,DB01229,DB01259,0
2.605,DB01229,DB00398,0
6.415,DB01229,DB01268,0
4.3275,DB01268,DB00188,0
8.355,DB01268,DB01254,34
11.5125,DB01268,DB00530,36
4.0925,DB01268,DB02424,0
14.7425,DB01268,DB01259,5
7.7475,DB01268,DB00398,40
1.225,DB00570,DB00188,0
-3.645,DB00570,DB01254,0
7.7475,DB00570,DB00530,0
-4.655,DB00570,DB02424,0
0.6625,DB00570,DB01259,0
4.71,DB00570,DB00398,0
4.61,DB00570,DB01268,0
0.225,DB00361,DB00188,0
-3.555,DB00361,DB01254,0
0.8975,DB00361,DB00530,0
-5.2925,DB00361,DB02424,0
-0.7175,DB00361,DB01259,0
-0.185,DB00361,DB00398,0
5.945,DB00361,DB01268,0
-1.53,DB00544,DB00188,0
-3.105,DB00544,DB01254,0
-6.0275,DB00544,DB00530,0
4.255,DB00544,DB02424,0
-6.6025,DB00544,DB01259,0
-1.34,DB00544,DB00398,0
-2.02,DB00544,DB01268,0
-0.31,DB00188,DB01254,0
1.39,DB00188,DB02424,0
0.885,DB00188,DB00398,0
4.075,DB01254,DB02424,0
4.2175,DB01254,DB00398,29
-0.54,DB01234,DB00188,0
-8.675,DB01234,DB01254,0
-3.535,DB01234,DB00530,0
0.0125,DB01234,DB02424,0
-4.67,DB01234,DB01259,0
1.1475,DB01234,DB00398,0
-2.35,DB01234,DB01268,0
-1.3475,DB00997,DB00188,0
-2.7325,DB00997,DB01254,1
-4.465,DB00997,DB00530,1
1.3425,DB00997,DB02424,0
-5.3375,DB00997,DB01259,0
-5.1775,DB00997,DB00398,0
-6.1375,DB00997,DB01268,1
2.325,DB00530,DB00188,0
0.85,DB00530,DB01254,27
4.195,DB00530,DB02424,0
2.005,DB00530,DB00398,24
0.2925,DB00773,DB00188,0
-2.3325,DB00773,DB01254,0
3.125,DB00773,DB00530,0
4.8625,DB00773,DB02424,0
-1.3625,DB00773,DB01259,0
-1.275,DB00773,DB00398,0
-2.69,DB00773,DB01268,0
3.5625,DB02424,DB00398,0
-1.34,DB01259,DB00188,0
-1.8825,DB01259,DB01254,6
2.79,DB01259,DB00530,8
4.3175,DB01259,DB02424,0
2.9375,DB01259,DB00398,4
1.5775,DB00331,DB00188,0
-5.415,DB00331,DB01254,0
-3.5525,DB00331,DB00530,0
1.3375,DB00331,DB02424,0
-4.915,DB00331,DB01259,0
4.1625,DB00331,DB00398,0
-1.43,DB00331,DB01268,0
-2.6075,DB00563,DB00188,0
-13.22,DB00563,DB01254,0
-3.7125,DB00563,DB00530,0
-2.8825,DB00563,DB02424,0
-8.115,DB00563,DB01259,0
-6.3575,DB00563,DB00398,0
-7.765,DB00563,DB01268,0
-0.3225,DB01229,DB00188,0
0.78,DB01229,DB01254,0
-2.12,DB01229,DB00530,0
4.8825,DB01229,DB02424,0
-5.665,DB01229,DB01259,0
1.575,DB01229,DB00398,0
-2.1475,DB01229,DB01268,0
0.665,DB01268,DB00188,0
1.0775,DB01268,DB01254,34
1.55,DB01268,DB00530,36
